sample_id,text
sub-05::stimulus_438,This brain response shows valence 6.89 and arousal 5.00.
sub-05::stimulus_439,This brain response shows valence 2.22 and arousal 5.56.
sub-05::stimulus_440,This brain response shows valence 4.89 and arousal 4.89.
sub-05::stimulus_441,This brain response shows valence 1.44 and arousal 3.11.
sub-05::stimulus_442,This brain response shows valence 5.33 and arousal 6.56.
sub-05::stimulus_443,This brain response shows valence 2.22 and arousal 6.22.
sub-05::stimulus_444,This brain response shows valence 2.56 and arousal 5.33.
sub-05::stimulus_445,This brain response shows valence 7.56 and arousal 6.56.
sub-05::stimulus_446,This brain response shows valence 6.78 and arousal 5.67.
sub-05::stimulus_447,This brain response shows valence 5.67 and arousal 6.33.
sub-05::stimulus_448,This brain response shows valence 5.00 and arousal 6.67.
sub-05::stimulus_449,This brain response shows valence 6.44 and arousal 6.33.
sub-05::stimulus_450,This brain response shows valence 1.67 and arousal 6.00.
sub-05::stimulus_451,This brain response shows valence 2.22 and arousal 6.67.
sub-05::stimulus_452,This brain response shows valence 7.11 and arousal 7.00.
sub-05::stimulus_453,This brain response shows valence 4.89 and arousal 4.78.
sub-05::stimulus_454,This brain response shows valence 7.11 and arousal 6.33.
sub-05::stimulus_455,This brain response shows valence 4.11 and arousal 4.33.
sub-05::stimulus_456,This brain response shows valence 6.44 and arousal 6.22.
sub-05::stimulus_457,This brain response shows valence 5.33 and arousal 5.33.
sub-05::stimulus_458,This brain response shows valence 8.33 and arousal 6.89.
sub-05::stimulus_459,This brain response shows valence 4.44 and arousal 6.11.
sub-05::stimulus_460,This brain response shows valence 2.78 and arousal 6.56.
sub-05::stimulus_461,This brain response shows valence 1.67 and arousal 6.44.
sub-05::stimulus_462,This brain response shows valence 7.22 and arousal 6.22.
sub-05::stimulus_463,This brain response shows valence 6.67 and arousal 5.56.
sub-05::stimulus_464,This brain response shows valence 1.67 and arousal 5.11.
sub-05::stimulus_465,This brain response shows valence 7.44 and arousal 8.00.
sub-05::stimulus_466,This brain response shows valence 2.89 and arousal 5.33.
sub-05::stimulus_467,This brain response shows valence 6.11 and arousal 6.00.
sub-05::stimulus_468,This brain response shows valence 5.78 and arousal 5.56.
sub-05::stimulus_469,This brain response shows valence 6.67 and arousal 7.00.
sub-05::stimulus_470,This brain response shows valence 5.33 and arousal 5.78.
sub-05::stimulus_471,This brain response shows valence 6.22 and arousal 5.33.
sub-05::stimulus_472,This brain response shows valence 7.89 and arousal 5.89.
sub-05::stimulus_473,This brain response shows valence 5.89 and arousal 6.22.
sub-05::stimulus_474,This brain response shows valence 1.22 and arousal 6.67.
sub-05::stimulus_475,This brain response shows valence 4.44 and arousal 6.33.
sub-05::stimulus_476,This brain response shows valence 6.44 and arousal 7.11.
sub-05::stimulus_477,This brain response shows valence 3.89 and arousal 5.56.
sub-05::stimulus_478,This brain response shows valence 6.33 and arousal 7.22.
sub-05::stimulus_479,This brain response shows valence 8.56 and arousal 5.78.
sub-05::stimulus_480,This brain response shows valence 8.67 and arousal 7.00.
sub-05::stimulus_481,This brain response shows valence 2.11 and arousal 6.00.
sub-05::stimulus_482,This brain response shows valence 2.33 and arousal 6.00.
sub-05::stimulus_483,This brain response shows valence 7.44 and arousal 5.78.
sub-05::stimulus_484,This brain response shows valence 4.78 and arousal 5.22.
sub-05::stimulus_485,This brain response shows valence 4.78 and arousal 5.67.
sub-05::stimulus_486,This brain response shows valence 5.56 and arousal 5.78.
sub-05::stimulus_487,This brain response shows valence 6.67 and arousal 6.56.
sub-05::stimulus_488,This brain response shows valence 5.11 and arousal 5.00.
sub-05::stimulus_489,This brain response shows valence 2.00 and arousal 6.89.
sub-05::stimulus_490,This brain response shows valence 2.00 and arousal 5.33.
sub-05::stimulus_491,This brain response shows valence 5.78 and arousal 5.44.
sub-05::stimulus_492,This brain response shows valence 3.00 and arousal 4.78.
sub-05::stimulus_493,This brain response shows valence 6.67 and arousal 5.78.
sub-05::stimulus_494,This brain response shows valence 2.33 and arousal 5.33.
sub-05::stimulus_495,This brain response shows valence 3.11 and arousal 4.56.
sub-05::stimulus_496,This brain response shows valence 5.44 and arousal 6.11.
sub-05::stimulus_497,This brain response shows valence 4.78 and arousal 5.78.
sub-05::stimulus_498,This brain response shows valence 5.00 and arousal 5.44.
sub-05::stimulus_499,This brain response shows valence 4.78 and arousal 5.89.
sub-05::stimulus_500,This brain response shows valence 4.00 and arousal 6.78.
sub-05::stimulus_501,This brain response shows valence 7.11 and arousal 7.00.
sub-05::stimulus_502,This brain response shows valence 4.89 and arousal 5.67.
sub-05::stimulus_503,This brain response shows valence 6.56 and arousal 6.44.
sub-05::stimulus_504,This brain response shows valence 3.89 and arousal 6.44.
sub-05::stimulus_505,This brain response shows valence 4.22 and arousal 5.44.
sub-05::stimulus_506,This brain response shows valence 6.33 and arousal 6.44.
sub-05::stimulus_507,This brain response shows valence 7.22 and arousal 5.22.
sub-05::stimulus_508,This brain response shows valence 4.56 and arousal 5.00.
sub-05::stimulus_509,This brain response shows valence 5.33 and arousal 6.33.
sub-05::stimulus_510,This brain response shows valence 3.67 and arousal 5.00.
sub-05::stimulus_511,This brain response shows valence 6.78 and arousal 6.67.
sub-05::stimulus_512,This brain response shows valence 1.78 and arousal 4.67.
sub-05::stimulus_513,This brain response shows valence 2.67 and arousal 5.00.
sub-05::stimulus_514,This brain response shows valence 1.67 and arousal 5.11.
sub-05::stimulus_515,This brain response shows valence 7.56 and arousal 5.44.
sub-05::stimulus_516,This brain response shows valence 6.78 and arousal 7.00.
sub-05::stimulus_517,This brain response shows valence 4.00 and arousal 7.00.
sub-05::stimulus_518,This brain response shows valence 7.22 and arousal 5.00.
sub-05::stimulus_519,This brain response shows valence 8.11 and arousal 4.56.
sub-05::stimulus_520,This brain response shows valence 6.22 and arousal 5.44.
sub-05::stimulus_521,This brain response shows valence 7.22 and arousal 5.44.
sub-05::stimulus_522,This brain response shows valence 2.22 and arousal 6.44.
sub-05::stimulus_523,This brain response shows valence 4.22 and arousal 4.22.
sub-05::stimulus_524,This brain response shows valence 1.33 and arousal 6.89.
sub-05::stimulus_525,This brain response shows valence 6.44 and arousal 5.67.
sub-05::stimulus_526,This brain response shows valence 6.33 and arousal 6.22.
sub-05::stimulus_527,This brain response shows valence 6.56 and arousal 4.89.
sub-05::stimulus_528,This brain response shows valence 6.78 and arousal 4.22.
sub-05::stimulus_529,This brain response shows valence 1.22 and arousal 5.11.
sub-05::stimulus_530,This brain response shows valence 8.67 and arousal 6.00.
sub-05::stimulus_531,This brain response shows valence 7.11 and arousal 6.11.
sub-05::stimulus_532,This brain response shows valence 2.11 and arousal 5.00.
sub-05::stimulus_533,This brain response shows valence 5.56 and arousal 6.78.
sub-05::stimulus_534,This brain response shows valence 8.00 and arousal 6.56.
sub-05::stimulus_535,This brain response shows valence 7.44 and arousal 5.44.
sub-05::stimulus_536,This brain response shows valence 2.78 and arousal 6.67.
sub-05::stimulus_537,This brain response shows valence 6.11 and arousal 6.00.
sub-05::stimulus_538,This brain response shows valence 6.00 and arousal 6.11.
sub-05::stimulus_539,This brain response shows valence 7.89 and arousal 7.78.
sub-05::stimulus_540,This brain response shows valence 7.44 and arousal 6.89.
sub-05::stimulus_541,This brain response shows valence 6.00 and arousal 5.67.
sub-05::stimulus_542,This brain response shows valence 6.33 and arousal 5.11.
sub-05::stimulus_543,This brain response shows valence 7.33 and arousal 5.22.
sub-05::stimulus_544,This brain response shows valence 5.11 and arousal 5.89.
sub-05::stimulus_545,This brain response shows valence 6.11 and arousal 5.44.
sub-05::stimulus_546,This brain response shows valence 6.67 and arousal 7.00.
sub-05::stimulus_547,This brain response shows valence 3.11 and arousal 5.44.
sub-05::stimulus_548,This brain response shows valence 2.78 and arousal 5.56.
sub-05::stimulus_549,This brain response shows valence 6.22 and arousal 5.33.
sub-05::stimulus_550,This brain response shows valence 6.11 and arousal 7.89.
sub-05::stimulus_551,This brain response shows valence 1.44 and arousal 3.67.
sub-05::stimulus_552,This brain response shows valence 4.11 and arousal 4.56.
sub-05::stimulus_553,This brain response shows valence 6.78 and arousal 6.22.
sub-05::stimulus_554,This brain response shows valence 2.33 and arousal 5.11.
sub-05::stimulus_555,This brain response shows valence 6.78 and arousal 6.67.
sub-05::stimulus_556,This brain response shows valence 5.44 and arousal 5.11.
sub-05::stimulus_557,This brain response shows valence 4.89 and arousal 5.44.
sub-05::stimulus_558,This brain response shows valence 3.11 and arousal 6.44.
sub-05::stimulus_559,This brain response shows valence 5.56 and arousal 5.78.
sub-05::stimulus_560,This brain response shows valence 7.89 and arousal 6.33.
sub-05::stimulus_561,This brain response shows valence 7.11 and arousal 6.33.
sub-05::stimulus_562,This brain response shows valence 6.00 and arousal 5.56.
sub-05::stimulus_563,This brain response shows valence 3.56 and arousal 5.11.
sub-05::stimulus_564,This brain response shows valence 2.67 and arousal 4.33.
sub-05::stimulus_565,This brain response shows valence 1.11 and arousal 5.67.
sub-05::stimulus_566,This brain response shows valence 2.33 and arousal 6.11.
sub-05::stimulus_567,This brain response shows valence 6.11 and arousal 6.78.
sub-05::stimulus_568,This brain response shows valence 3.78 and arousal 6.78.
sub-05::stimulus_569,This brain response shows valence 5.56 and arousal 4.89.
sub-05::stimulus_570,This brain response shows valence 7.44 and arousal 6.78.
sub-05::stimulus_571,This brain response shows valence 6.89 and arousal 5.67.
sub-05::stimulus_572,This brain response shows valence 4.89 and arousal 6.00.
sub-05::stimulus_573,This brain response shows valence 8.22 and arousal 5.44.
sub-05::stimulus_574,This brain response shows valence 8.33 and arousal 7.11.
sub-05::stimulus_575,This brain response shows valence 5.22 and arousal 6.00.
sub-05::stimulus_576,This brain response shows valence 7.67 and arousal 6.78.
sub-05::stimulus_577,This brain response shows valence 7.44 and arousal 4.44.
sub-05::stimulus_578,This brain response shows valence 5.78 and arousal 5.33.
sub-05::stimulus_579,This brain response shows valence 7.56 and arousal 5.89.
sub-05::stimulus_580,This brain response shows valence 6.44 and arousal 5.44.
sub-05::stimulus_581,This brain response shows valence 5.78 and arousal 4.78.
sub-05::stimulus_582,This brain response shows valence 4.67 and arousal 5.00.
sub-05::stimulus_583,This brain response shows valence 4.00 and arousal 5.33.
sub-05::stimulus_584,This brain response shows valence 7.56 and arousal 4.67.
sub-05::stimulus_585,This brain response shows valence 4.44 and arousal 5.78.
sub-05::stimulus_586,This brain response shows valence 5.44 and arousal 4.89.
sub-05::stimulus_587,This brain response shows valence 6.22 and arousal 5.78.
sub-05::stimulus_588,This brain response shows valence 3.44 and arousal 5.44.
sub-05::stimulus_589,This brain response shows valence 4.00 and arousal 6.89.
sub-05::stimulus_590,This brain response shows valence 7.22 and arousal 4.22.
sub-05::stimulus_591,This brain response shows valence 6.89 and arousal 5.44.
sub-05::stimulus_592,This brain response shows valence 6.33 and arousal 5.78.
sub-05::stimulus_593,This brain response shows valence 7.56 and arousal 6.33.
sub-05::stimulus_594,This brain response shows valence 5.00 and arousal 5.67.
sub-05::stimulus_595,This brain response shows valence 1.89 and arousal 6.89.
sub-05::stimulus_596,This brain response shows valence 2.22 and arousal 3.44.
sub-05::stimulus_597,This brain response shows valence 8.67 and arousal 6.67.
sub-05::stimulus_598,This brain response shows valence 3.89 and arousal 7.33.
sub-05::stimulus_599,This brain response shows valence 4.11 and arousal 6.56.
sub-05::stimulus_600,This brain response shows valence 3.78 and arousal 5.11.
sub-05::stimulus_601,This brain response shows valence 5.56 and arousal 5.56.
sub-05::stimulus_602,This brain response shows valence 5.11 and arousal 5.33.
sub-05::stimulus_603,This brain response shows valence 3.67 and arousal 7.11.
sub-05::stimulus_604,This brain response shows valence 2.56 and arousal 7.00.
sub-05::stimulus_605,This brain response shows valence 7.00 and arousal 5.78.
sub-05::stimulus_606,This brain response shows valence 1.22 and arousal 7.00.
sub-05::stimulus_607,This brain response shows valence 3.89 and arousal 5.78.
sub-05::stimulus_608,This brain response shows valence 5.56 and arousal 6.00.
sub-05::stimulus_609,This brain response shows valence 6.78 and arousal 6.89.
sub-05::stimulus_610,This brain response shows valence 3.78 and arousal 4.44.
sub-05::stimulus_611,This brain response shows valence 3.56 and arousal 6.22.
sub-05::stimulus_612,This brain response shows valence 5.78 and arousal 6.56.
sub-05::stimulus_613,This brain response shows valence 5.89 and arousal 6.33.
sub-05::stimulus_614,This brain response shows valence 5.33 and arousal 6.11.
sub-05::stimulus_615,This brain response shows valence 2.33 and arousal 5.33.
sub-05::stimulus_616,This brain response shows valence 7.00 and arousal 5.89.
sub-05::stimulus_617,This brain response shows valence 7.56 and arousal 5.33.
sub-05::stimulus_618,This brain response shows valence 6.78 and arousal 5.44.
sub-05::stimulus_619,This brain response shows valence 6.22 and arousal 6.00.
sub-05::stimulus_620,This brain response shows valence 6.56 and arousal 5.11.
sub-05::stimulus_621,This brain response shows valence 5.78 and arousal 6.33.
sub-05::stimulus_622,This brain response shows valence 5.78 and arousal 5.11.
sub-05::stimulus_623,This brain response shows valence 5.00 and arousal 5.44.
sub-05::stimulus_624,This brain response shows valence 3.78 and arousal 5.33.
sub-05::stimulus_625,This brain response shows valence 6.89 and arousal 5.78.
sub-05::stimulus_626,This brain response shows valence 6.33 and arousal 6.67.
sub-05::stimulus_627,This brain response shows valence 8.33 and arousal 6.89.
sub-05::stimulus_628,This brain response shows valence 7.22 and arousal 4.22.
sub-05::stimulus_629,This brain response shows valence 4.44 and arousal 5.67.
sub-05::stimulus_630,This brain response shows valence 7.56 and arousal 6.44.
sub-05::stimulus_631,This brain response shows valence 6.33 and arousal 5.56.
sub-05::stimulus_632,This brain response shows valence 2.78 and arousal 5.56.
sub-05::stimulus_633,This brain response shows valence 4.11 and arousal 5.67.
sub-05::stimulus_634,This brain response shows valence 1.22 and arousal 6.33.
sub-05::stimulus_635,This brain response shows valence 8.22 and arousal 5.33.
sub-05::stimulus_636,This brain response shows valence 6.44 and arousal 4.56.
sub-05::stimulus_637,This brain response shows valence 7.22 and arousal 5.89.
sub-05::stimulus_638,This brain response shows valence 7.56 and arousal 6.11.
sub-05::stimulus_639,This brain response shows valence 6.00 and arousal 5.78.
sub-05::stimulus_640,This brain response shows valence 6.89 and arousal 5.67.
sub-05::stimulus_641,This brain response shows valence 7.22 and arousal 6.67.
sub-05::stimulus_642,This brain response shows valence 6.44 and arousal 7.11.
sub-05::stimulus_643,This brain response shows valence 1.44 and arousal 5.78.
sub-05::stimulus_644,This brain response shows valence 1.22 and arousal 5.11.
sub-05::stimulus_645,This brain response shows valence 7.67 and arousal 6.78.
sub-05::stimulus_646,This brain response shows valence 1.11 and arousal 6.56.
sub-05::stimulus_647,This brain response shows valence 1.22 and arousal 7.11.
sub-05::stimulus_648,This brain response shows valence 5.67 and arousal 8.00.
sub-05::stimulus_649,This brain response shows valence 6.00 and arousal 6.56.
sub-05::stimulus_650,This brain response shows valence 6.11 and arousal 5.33.
sub-05::stimulus_651,This brain response shows valence 5.67 and arousal 6.11.
sub-05::stimulus_652,This brain response shows valence 2.22 and arousal 4.78.
sub-05::stimulus_653,This brain response shows valence 6.67 and arousal 6.22.
sub-05::stimulus_654,This brain response shows valence 6.44 and arousal 5.56.
sub-05::stimulus_655,This brain response shows valence 5.67 and arousal 7.67.
sub-05::stimulus_656,This brain response shows valence 6.11 and arousal 6.33.
sub-05::stimulus_657,This brain response shows valence 6.00 and arousal 5.22.
sub-05::stimulus_658,This brain response shows valence 4.11 and arousal 5.00.
sub-05::stimulus_659,This brain response shows valence 5.89 and arousal 5.56.
sub-05::stimulus_660,This brain response shows valence 7.67 and arousal 6.33.
sub-05::stimulus_661,This brain response shows valence 4.44 and arousal 5.44.
sub-05::stimulus_662,This brain response shows valence 6.78 and arousal 6.56.
sub-05::stimulus_663,This brain response shows valence 6.67 and arousal 6.22.
sub-05::stimulus_664,This brain response shows valence 5.56 and arousal 5.44.
sub-05::stimulus_665,This brain response shows valence 4.56 and arousal 5.11.
sub-05::stimulus_666,This brain response shows valence 8.33 and arousal 6.11.
sub-05::stimulus_667,This brain response shows valence 1.44 and arousal 4.89.
sub-05::stimulus_668,This brain response shows valence 3.56 and arousal 5.11.
sub-05::stimulus_669,This brain response shows valence 5.78 and arousal 6.11.
sub-05::stimulus_670,This brain response shows valence 7.11 and arousal 5.78.
sub-05::stimulus_671,This brain response shows valence 6.67 and arousal 4.89.
sub-05::stimulus_672,This brain response shows valence 6.56 and arousal 6.33.
sub-05::stimulus_673,This brain response shows valence 2.67 and arousal 5.00.
sub-05::stimulus_674,This brain response shows valence 1.56 and arousal 6.78.
sub-05::stimulus_675,This brain response shows valence 6.67 and arousal 6.78.
sub-05::stimulus_676,This brain response shows valence 7.33 and arousal 7.44.
sub-05::stimulus_677,This brain response shows valence 4.33 and arousal 6.33.
sub-05::stimulus_678,This brain response shows valence 7.22 and arousal 6.22.
sub-05::stimulus_679,This brain response shows valence 4.00 and arousal 4.56.
sub-05::stimulus_680,This brain response shows valence 7.44 and arousal 5.89.
sub-05::stimulus_681,This brain response shows valence 2.00 and arousal 5.56.
sub-05::stimulus_682,This brain response shows valence 7.78 and arousal 5.67.
sub-05::stimulus_683,This brain response shows valence 7.78 and arousal 6.11.
sub-05::stimulus_684,This brain response shows valence 4.89 and arousal 6.11.
sub-05::stimulus_685,This brain response shows valence 6.56 and arousal 5.89.
sub-05::stimulus_686,This brain response shows valence 5.00 and arousal 6.56.
sub-05::stimulus_687,This brain response shows valence 4.00 and arousal 5.67.
sub-05::stimulus_688,This brain response shows valence 7.67 and arousal 6.56.
sub-05::stimulus_689,This brain response shows valence 6.44 and arousal 5.44.
sub-05::stimulus_690,This brain response shows valence 2.78 and arousal 6.78.
sub-05::stimulus_691,This brain response shows valence 6.33 and arousal 4.67.
sub-05::stimulus_692,This brain response shows valence 3.78 and arousal 4.11.
sub-05::stimulus_693,This brain response shows valence 3.56 and arousal 4.00.
sub-05::stimulus_694,This brain response shows valence 3.78 and arousal 4.78.
sub-05::stimulus_695,This brain response shows valence 3.89 and arousal 3.56.
sub-05::stimulus_696,This brain response shows valence 4.44 and arousal 4.44.
sub-05::stimulus_697,This brain response shows valence 4.78 and arousal 5.11.
sub-05::stimulus_698,This brain response shows valence 3.56 and arousal 6.78.
sub-05::stimulus_699,This brain response shows valence 1.33 and arousal 5.89.
sub-05::stimulus_700,This brain response shows valence 3.67 and arousal 5.00.
sub-05::stimulus_701,This brain response shows valence 6.00 and arousal 7.89.
sub-05::stimulus_702,This brain response shows valence 7.56 and arousal 5.56.
sub-05::stimulus_703,This brain response shows valence 4.00 and arousal 4.11.
sub-05::stimulus_704,This brain response shows valence 5.78 and arousal 4.00.
sub-05::stimulus_705,This brain response shows valence 6.33 and arousal 5.78.
sub-05::stimulus_706,This brain response shows valence 2.33 and arousal 6.56.
sub-05::stimulus_707,This brain response shows valence 2.78 and arousal 3.78.
sub-05::stimulus_708,This brain response shows valence 7.67 and arousal 5.89.
sub-05::stimulus_709,This brain response shows valence 6.56 and arousal 7.56.
sub-05::stimulus_710,This brain response shows valence 5.78 and arousal 3.22.
sub-05::stimulus_711,This brain response shows valence 6.56 and arousal 5.78.
sub-05::stimulus_712,This brain response shows valence 6.78 and arousal 6.78.
sub-05::stimulus_713,This brain response shows valence 1.78 and arousal 4.00.
sub-05::stimulus_714,This brain response shows valence 6.00 and arousal 5.56.
sub-05::stimulus_715,This brain response shows valence 7.11 and arousal 4.89.
sub-05::stimulus_716,This brain response shows valence 4.89 and arousal 4.78.
sub-05::stimulus_717,This brain response shows valence 1.67 and arousal 5.67.
sub-05::stimulus_718,This brain response shows valence 5.89 and arousal 3.00.
sub-05::stimulus_719,This brain response shows valence 3.33 and arousal 7.00.
sub-05::stimulus_720,This brain response shows valence 3.00 and arousal 5.33.
sub-05::stimulus_721,This brain response shows valence 6.11 and arousal 6.00.
sub-05::stimulus_722,This brain response shows valence 4.00 and arousal 6.22.
sub-05::stimulus_723,This brain response shows valence 4.22 and arousal 5.11.
sub-05::stimulus_724,This brain response shows valence 2.67 and arousal 5.89.
sub-05::stimulus_725,This brain response shows valence 6.78 and arousal 5.78.
sub-05::stimulus_726,This brain response shows valence 5.33 and arousal 4.00.
sub-05::stimulus_727,This brain response shows valence 2.00 and arousal 5.67.
sub-05::stimulus_728,This brain response shows valence 5.67 and arousal 4.44.
sub-05::stimulus_729,This brain response shows valence 4.56 and arousal 4.22.
sub-05::stimulus_730,This brain response shows valence 2.56 and arousal 6.22.
sub-05::stimulus_731,This brain response shows valence 5.11 and arousal 6.11.
sub-05::stimulus_732,This brain response shows valence 6.22 and arousal 6.67.
sub-05::stimulus_733,This brain response shows valence 3.89 and arousal 5.56.
sub-05::stimulus_734,This brain response shows valence 5.56 and arousal 6.00.
sub-05::stimulus_735,This brain response shows valence 5.56 and arousal 5.00.
sub-05::stimulus_736,This brain response shows valence 2.78 and arousal 6.00.
sub-05::stimulus_737,This brain response shows valence 5.67 and arousal 5.22.
sub-05::stimulus_738,This brain response shows valence 5.22 and arousal 6.11.
sub-05::stimulus_739,This brain response shows valence 7.44 and arousal 6.33.
sub-05::stimulus_740,This brain response shows valence 5.22 and arousal 4.22.
sub-05::stimulus_741,This brain response shows valence 5.22 and arousal 5.22.
sub-05::stimulus_742,This brain response shows valence 5.89 and arousal 6.11.
sub-05::stimulus_743,This brain response shows valence 7.11 and arousal 5.00.
sub-05::stimulus_744,This brain response shows valence 1.78 and arousal 6.11.
sub-05::stimulus_745,This brain response shows valence 6.89 and arousal 7.00.
sub-05::stimulus_746,This brain response shows valence 1.11 and arousal 5.67.
sub-05::stimulus_747,This brain response shows valence 4.78 and arousal 5.11.
sub-05::stimulus_748,This brain response shows valence 4.00 and arousal 4.89.
sub-05::stimulus_749,This brain response shows valence 8.00 and arousal 8.44.
sub-05::stimulus_750,This brain response shows valence 1.00 and arousal 7.22.
sub-05::stimulus_751,This brain response shows valence 7.89 and arousal 5.44.
sub-05::stimulus_752,This brain response shows valence 5.56 and arousal 4.11.
sub-05::stimulus_753,This brain response shows valence 8.11 and arousal 8.11.
sub-05::stimulus_754,This brain response shows valence 4.56 and arousal 5.89.
sub-05::stimulus_755,This brain response shows valence 5.78 and arousal 6.00.
sub-05::stimulus_756,This brain response shows valence 1.56 and arousal 5.67.
sub-05::stimulus_757,This brain response shows valence 6.89 and arousal 5.56.
sub-05::stimulus_758,This brain response shows valence 3.78 and arousal 3.67.
sub-05::stimulus_759,This brain response shows valence 2.33 and arousal 5.67.
sub-05::stimulus_760,This brain response shows valence 2.44 and arousal 6.11.
sub-05::stimulus_761,This brain response shows valence 5.00 and arousal 6.33.
sub-05::stimulus_762,This brain response shows valence 6.78 and arousal 6.33.
sub-05::stimulus_763,This brain response shows valence 5.78 and arousal 4.00.
sub-05::stimulus_764,This brain response shows valence 4.11 and arousal 6.56.
sub-05::stimulus_765,This brain response shows valence 4.11 and arousal 6.22.
sub-05::stimulus_766,This brain response shows valence 7.11 and arousal 6.22.
sub-05::stimulus_767,This brain response shows valence 2.67 and arousal 5.78.
sub-05::stimulus_768,This brain response shows valence 3.33 and arousal 5.22.
sub-05::stimulus_769,This brain response shows valence 7.33 and arousal 5.33.
sub-05::stimulus_770,This brain response shows valence 4.44 and arousal 5.44.
sub-05::stimulus_771,This brain response shows valence 7.22 and arousal 5.44.
sub-05::stimulus_772,This brain response shows valence 7.67 and arousal 7.33.
sub-05::stimulus_773,This brain response shows valence 7.11 and arousal 5.44.
sub-05::stimulus_774,This brain response shows valence 5.67 and arousal 6.56.
sub-05::stimulus_775,This brain response shows valence 6.78 and arousal 5.89.
sub-05::stimulus_776,This brain response shows valence 1.89 and arousal 6.56.
sub-05::stimulus_777,This brain response shows valence 1.11 and arousal 6.89.
sub-05::stimulus_778,This brain response shows valence 2.44 and arousal 5.67.
sub-05::stimulus_779,This brain response shows valence 7.00 and arousal 4.11.
sub-05::stimulus_780,This brain response shows valence 7.33 and arousal 5.67.
sub-05::stimulus_781,This brain response shows valence 1.67 and arousal 4.56.
sub-05::stimulus_782,This brain response shows valence 4.00 and arousal 6.89.
sub-05::stimulus_783,This brain response shows valence 4.33 and arousal 5.22.
sub-05::stimulus_784,This brain response shows valence 6.33 and arousal 5.78.
sub-05::stimulus_785,This brain response shows valence 6.33 and arousal 7.22.
sub-05::stimulus_786,This brain response shows valence 7.67 and arousal 5.00.
sub-05::stimulus_787,This brain response shows valence 3.89 and arousal 5.67.
sub-05::stimulus_788,This brain response shows valence 7.78 and arousal 6.44.
sub-05::stimulus_789,This brain response shows valence 7.44 and arousal 6.22.
sub-05::stimulus_790,This brain response shows valence 1.22 and arousal 6.56.
sub-05::stimulus_791,This brain response shows valence 4.11 and arousal 4.89.
sub-05::stimulus_792,This brain response shows valence 1.56 and arousal 6.11.
sub-05::stimulus_793,This brain response shows valence 3.78 and arousal 5.11.
sub-05::stimulus_794,This brain response shows valence 6.67 and arousal 5.78.
sub-05::stimulus_795,This brain response shows valence 7.67 and arousal 5.67.
sub-05::stimulus_796,This brain response shows valence 6.33 and arousal 6.56.
sub-05::stimulus_797,This brain response shows valence 4.22 and arousal 5.56.
sub-05::stimulus_798,This brain response shows valence 7.89 and arousal 7.44.
sub-05::stimulus_799,This brain response shows valence 7.33 and arousal 5.89.
sub-05::stimulus_800,This brain response shows valence 7.33 and arousal 5.56.
sub-05::stimulus_801,This brain response shows valence 6.44 and arousal 5.89.
sub-05::stimulus_802,This brain response shows valence 6.44 and arousal 5.89.
sub-05::stimulus_803,This brain response shows valence 3.33 and arousal 4.11.
sub-05::stimulus_804,This brain response shows valence 2.11 and arousal 4.22.
sub-05::stimulus_805,This brain response shows valence 5.33 and arousal 5.78.
sub-05::stimulus_806,This brain response shows valence 4.89 and arousal 4.78.
sub-05::stimulus_807,This brain response shows valence 6.33 and arousal 5.56.
sub-05::stimulus_808,This brain response shows valence 3.11 and arousal 7.00.
sub-05::stimulus_809,This brain response shows valence 3.11 and arousal 4.56.
sub-05::stimulus_810,This brain response shows valence 4.56 and arousal 5.11.
sub-05::stimulus_811,This brain response shows valence 3.00 and arousal 6.00.
sub-05::stimulus_812,This brain response shows valence 5.22 and arousal 5.89.
sub-05::stimulus_813,This brain response shows valence 1.89 and arousal 6.33.
sub-05::stimulus_814,This brain response shows valence 4.56 and arousal 6.00.
sub-05::stimulus_815,This brain response shows valence 5.33 and arousal 3.56.
sub-05::stimulus_816,This brain response shows valence 5.33 and arousal 6.22.
sub-05::stimulus_817,This brain response shows valence 6.11 and arousal 6.44.
sub-05::stimulus_818,This brain response shows valence 5.00 and arousal 5.00.
sub-05::stimulus_819,This brain response shows valence 5.33 and arousal 7.00.
sub-05::stimulus_820,This brain response shows valence 8.44 and arousal 7.22.
sub-05::stimulus_821,This brain response shows valence 2.56 and arousal 4.22.
sub-05::stimulus_822,This brain response shows valence 5.78 and arousal 6.56.
sub-05::stimulus_823,This brain response shows valence 4.78 and arousal 5.56.
sub-05::stimulus_824,This brain response shows valence 4.11 and arousal 5.89.
sub-05::stimulus_825,This brain response shows valence 6.33 and arousal 6.44.
sub-05::stimulus_826,This brain response shows valence 1.78 and arousal 3.89.
sub-05::stimulus_827,This brain response shows valence 3.11 and arousal 6.00.
sub-05::stimulus_828,This brain response shows valence 7.56 and arousal 6.89.
sub-05::stimulus_829,This brain response shows valence 1.78 and arousal 5.67.
sub-05::stimulus_830,This brain response shows valence 7.67 and arousal 6.00.
sub-05::stimulus_831,This brain response shows valence 5.11 and arousal 6.33.
sub-05::stimulus_832,This brain response shows valence 6.78 and arousal 7.22.
sub-05::stimulus_833,This brain response shows valence 5.89 and arousal 6.44.
sub-05::stimulus_834,This brain response shows valence 3.22 and arousal 6.33.
sub-05::stimulus_835,This brain response shows valence 3.67 and arousal 5.89.
sub-05::stimulus_836,This brain response shows valence 1.11 and arousal 4.33.
