stim_idx,stimulus_num,stimulus_name,valence_score,arousal_score,v_quartile,a_quartile
1613,1614,stimulus_1614,5.0,3.8889,1,0
1614,1615,stimulus_1615,3.6667,6.3333,1,2
1615,1616,stimulus_1616,6.8889,6.1111,3,2
1616,1617,stimulus_1617,4.8889,6.1111,1,2
1617,1618,stimulus_1618,4.6667,4.6667,1,0
1618,1619,stimulus_1619,6.4444,5.6667,2,1
1619,1620,stimulus_1620,6.7778,4.6667,3,0
1620,1621,stimulus_1621,4.6667,4.2222,1,0
1621,1622,stimulus_1622,6.3333,6.3333,2,2
1622,1623,stimulus_1623,3.7778,4.8889,1,0
1623,1624,stimulus_1624,5.6667,5.8889,2,2
1624,1625,stimulus_1625,6.3333,6.0,2,2
1625,1626,stimulus_1626,5.5556,5.3333,1,1
1626,1627,stimulus_1627,3.2222,5.2222,0,1
1627,1628,stimulus_1628,7.2222,5.6667,3,1
1628,1629,stimulus_1629,2.8889,6.3333,0,2
1629,1630,stimulus_1630,1.8889,5.0,0,0
1630,1631,stimulus_1631,4.8889,5.4444,1,1
1631,1632,stimulus_1632,1.7778,6.1111,0,2
1632,1633,stimulus_1633,6.3333,6.7778,2,3
1633,1634,stimulus_1634,6.4444,5.8889,2,2
1634,1635,stimulus_1635,5.2222,6.2222,1,2
1635,1636,stimulus_1636,7.2222,6.2222,3,2
1636,1637,stimulus_1637,6.7778,7.7778,3,3
1637,1638,stimulus_1638,7.3333,6.3333,3,2
1638,1639,stimulus_1639,7.2222,6.3333,3,2
1639,1640,stimulus_1640,7.3333,6.6667,3,3
1640,1641,stimulus_1641,5.6667,6.6667,2,3
1641,1642,stimulus_1642,5.4444,6.7778,1,3
1642,1643,stimulus_1643,7.0,7.3333,3,3
1643,1644,stimulus_1644,4.5556,6.7778,1,3
1644,1645,stimulus_1645,6.5556,7.2222,2,3
1645,1646,stimulus_1646,4.8889,4.2222,1,0
1646,1647,stimulus_1647,6.3333,4.3333,2,0
1647,1648,stimulus_1648,6.2222,5.4444,2,1
1648,1649,stimulus_1649,5.2222,6.7778,1,3
1649,1650,stimulus_1650,2.2222,7.3333,0,3
1650,1651,stimulus_1651,6.8889,4.3333,3,0
1651,1652,stimulus_1652,3.6667,6.8889,1,3
1652,1653,stimulus_1653,6.4444,5.2222,2,1
1653,1654,stimulus_1654,2.3333,6.3333,0,2
1654,1655,stimulus_1655,1.0,5.8889,0,2
1655,1656,stimulus_1656,7.6667,5.7778,3,1
1656,1657,stimulus_1657,1.8889,5.4444,0,1
1657,1658,stimulus_1658,7.4444,5.4444,3,1
1658,1659,stimulus_1659,6.5556,6.1111,2,2
1659,1660,stimulus_1660,7.3333,5.7778,3,1
1660,1661,stimulus_1661,6.7778,6.0,3,2
1661,1662,stimulus_1662,5.8889,5.7778,2,1
1662,1663,stimulus_1663,3.8889,5.7778,1,1
1663,1664,stimulus_1664,5.8889,6.3333,2,2
1664,1665,stimulus_1665,4.7778,4.7778,1,0
1665,1666,stimulus_1666,6.8889,6.1111,3,2
1666,1667,stimulus_1667,7.8889,5.7778,3,1
1667,1668,stimulus_1668,5.8889,7.6667,2,3
1668,1669,stimulus_1669,5.0,6.6667,1,3
1669,1670,stimulus_1670,6.1111,6.1111,2,2
1670,1671,stimulus_1671,6.8889,6.7778,3,3
1671,1672,stimulus_1672,5.2222,4.7778,1,0
1672,1673,stimulus_1673,4.5556,5.4444,1,1
1673,1674,stimulus_1674,5.4444,4.4444,1,0
1674,1675,stimulus_1675,2.7778,3.8889,0,0
1675,1676,stimulus_1676,6.6667,6.4444,2,3
1676,1677,stimulus_1677,8.1111,6.5556,3,3
1677,1678,stimulus_1678,7.7778,6.4444,3,3
1678,1679,stimulus_1679,3.8889,7.0,1,3
1679,1680,stimulus_1680,8.5556,6.3333,3,2
1680,1681,stimulus_1681,6.0,4.7778,2,0
1681,1682,stimulus_1682,6.1111,5.7778,2,1
1682,1683,stimulus_1683,6.1111,4.4444,2,0
1683,1684,stimulus_1684,5.6667,5.7778,2,1
1684,1685,stimulus_1685,1.2222,5.4444,0,1
1685,1686,stimulus_1686,5.3333,6.2222,1,2
1686,1687,stimulus_1687,5.5556,5.4444,1,1
1687,1688,stimulus_1688,5.2222,7.3333,1,3
1688,1689,stimulus_1689,6.4444,5.7778,2,1
1689,1690,stimulus_1690,3.5556,5.6667,0,1
1690,1691,stimulus_1691,2.3333,4.7778,0,0
1691,1692,stimulus_1692,6.2222,4.6667,2,0
1692,1693,stimulus_1693,6.8889,6.6667,3,3
1693,1694,stimulus_1694,5.6667,6.8889,2,3
1694,1695,stimulus_1695,3.6667,5.5556,1,1
1695,1696,stimulus_1696,6.5556,6.3333,2,2
1696,1697,stimulus_1697,7.0,6.6667,3,3
1697,1698,stimulus_1698,6.6667,6.0,2,2
1698,1699,stimulus_1699,7.2222,6.1111,3,2
1699,1700,stimulus_1700,4.7778,5.0,1,0
1700,1701,stimulus_1701,2.2222,5.8889,0,2
1701,1702,stimulus_1702,6.0,6.7778,2,3
1702,1703,stimulus_1703,1.5556,5.7778,0,1
1703,1704,stimulus_1704,4.8889,4.0,1,0
1704,1705,stimulus_1705,1.8889,5.1111,0,0
1705,1706,stimulus_1706,2.1111,5.4444,0,1
1706,1707,stimulus_1707,6.3333,8.1111,2,3
1707,1708,stimulus_1708,8.7778,5.8889,3,2
1708,1709,stimulus_1709,5.4444,5.6667,1,1
1709,1710,stimulus_1710,6.4444,6.8889,2,3
1710,1711,stimulus_1711,8.0,6.1111,3,2
1711,1712,stimulus_1712,8.1111,6.4444,3,3
1712,1713,stimulus_1713,4.6667,4.6667,1,0
1713,1714,stimulus_1714,7.1111,7.1111,3,3
1714,1715,stimulus_1715,9.0,6.1111,3,2
1715,1716,stimulus_1716,8.5556,5.1111,3,0
1716,1717,stimulus_1717,7.6667,7.5556,3,3
1717,1718,stimulus_1718,7.0,7.6667,3,3
1718,1719,stimulus_1719,4.7778,4.0,1,0
1719,1720,stimulus_1720,4.7778,6.6667,1,3
1720,1721,stimulus_1721,7.4444,6.6667,3,3
1721,1722,stimulus_1722,5.7778,5.3333,2,1
1722,1723,stimulus_1723,7.3333,6.1111,3,2
1723,1724,stimulus_1724,4.8889,4.5556,1,0
1724,1725,stimulus_1725,3.5556,5.7778,0,1
1725,1726,stimulus_1726,2.3333,6.4444,0,3
1726,1727,stimulus_1727,6.5556,5.2222,2,1
1727,1728,stimulus_1728,5.4444,7.1111,1,3
1728,1729,stimulus_1729,5.3333,3.7778,1,0
1729,1730,stimulus_1730,5.3333,5.3333,1,1
1730,1731,stimulus_1731,4.2222,4.8889,1,0
1731,1732,stimulus_1732,3.4444,6.6667,0,3
1732,1733,stimulus_1733,6.6667,5.2222,2,1
1733,1734,stimulus_1734,4.2222,6.7778,1,3
1734,1735,stimulus_1735,7.0,6.1111,3,2
1735,1736,stimulus_1736,5.2222,5.7778,1,1
1736,1737,stimulus_1737,4.8889,6.7778,1,3
1737,1738,stimulus_1738,5.3333,5.7778,1,1
1738,1739,stimulus_1739,2.7778,5.8889,0,2
1739,1740,stimulus_1740,7.3333,6.0,3,2
1740,1741,stimulus_1741,5.6667,5.6667,2,1
1741,1742,stimulus_1742,4.0,6.8889,1,3
1742,1743,stimulus_1743,6.2222,6.4444,2,3
1743,1744,stimulus_1744,3.2222,6.1111,0,2
1744,1745,stimulus_1745,8.3333,6.3333,3,2
1745,1746,stimulus_1746,7.5556,6.0,3,2
1746,1747,stimulus_1747,6.5556,5.2222,2,1
1747,1748,stimulus_1748,6.5556,4.4444,2,0
1748,1749,stimulus_1749,8.6667,5.6667,3,1
1749,1750,stimulus_1750,6.1111,5.4444,2,1
1750,1751,stimulus_1751,6.0,5.6667,2,1
1751,1752,stimulus_1752,3.5556,5.8889,0,2
1752,1753,stimulus_1753,6.8889,7.3333,3,3
1753,1754,stimulus_1754,7.7778,7.3333,3,3
1754,1755,stimulus_1755,2.3333,5.8889,0,2
1755,1756,stimulus_1756,7.6667,6.4444,3,3
1756,1757,stimulus_1757,3.7778,6.4444,1,3
1757,1758,stimulus_1758,7.1111,7.1111,3,3
1758,1759,stimulus_1759,3.7778,6.4444,1,3
1759,1760,stimulus_1760,5.8889,4.1111,2,0
1760,1761,stimulus_1761,7.5556,6.3333,3,2
1761,1762,stimulus_1762,5.7778,6.5556,2,3
1762,1763,stimulus_1763,6.5556,7.0,2,3
1763,1764,stimulus_1764,6.0,7.0,2,3
1764,1765,stimulus_1765,2.7778,5.2222,0,1
1765,1766,stimulus_1766,3.8889,4.1111,1,0
1766,1767,stimulus_1767,3.7778,5.5556,1,1
1767,1768,stimulus_1768,3.2222,5.0,0,0
1768,1769,stimulus_1769,6.7778,6.7778,3,3
1769,1770,stimulus_1770,4.6667,4.6667,1,0
1770,1771,stimulus_1771,3.1111,4.6667,0,0
1771,1772,stimulus_1772,6.3333,6.0,2,2
1772,1773,stimulus_1773,7.2222,5.1111,3,0
1773,1774,stimulus_1774,3.7778,5.2222,1,1
1774,1775,stimulus_1775,6.4444,5.8889,2,2
1775,1776,stimulus_1776,3.6667,5.3333,1,1
1776,1777,stimulus_1777,6.8889,7.1111,3,3
1777,1778,stimulus_1778,7.3333,6.5556,3,3
1778,1779,stimulus_1779,5.0,6.2222,1,2
1779,1780,stimulus_1780,3.8889,6.8889,1,3
1780,1781,stimulus_1781,7.0,6.2222,3,2
1781,1782,stimulus_1782,6.2222,6.1111,2,2
1782,1783,stimulus_1783,7.3333,6.7778,3,3
1783,1784,stimulus_1784,4.6667,3.7778,1,0
1784,1785,stimulus_1785,4.6667,5.7778,1,1
1785,1786,stimulus_1786,2.1111,5.3333,0,1
1786,1787,stimulus_1787,6.0,6.2222,2,2
1787,1788,stimulus_1788,4.2222,6.1111,1,2
1788,1789,stimulus_1789,7.5556,6.4444,3,3
1789,1790,stimulus_1790,2.5556,3.4444,0,0
1790,1791,stimulus_1791,5.5556,5.4444,1,1
1791,1792,stimulus_1792,2.0,4.5556,0,0
1792,1793,stimulus_1793,3.0,4.6667,0,0
1793,1794,stimulus_1794,4.5556,5.2222,1,1
1794,1795,stimulus_1795,2.8889,6.5556,0,3
1795,1796,stimulus_1796,5.5556,6.7778,1,3
1796,1797,stimulus_1797,6.1111,5.7778,2,1
1797,1798,stimulus_1798,6.4444,6.1111,2,2
1798,1799,stimulus_1799,5.2222,7.0,1,3
1799,1800,stimulus_1800,6.6667,6.6667,2,3
1800,1801,stimulus_1801,6.0,6.3333,2,2
1801,1802,stimulus_1802,6.1111,5.6667,2,1
1802,1803,stimulus_1803,7.8889,6.0,3,2
1803,1804,stimulus_1804,7.4444,5.1111,3,0
1804,1805,stimulus_1805,6.8889,6.4444,3,3
1805,1806,stimulus_1806,7.5556,5.1111,3,0
1806,1807,stimulus_1807,7.5556,7.3333,3,3
1807,1808,stimulus_1808,7.1111,4.8889,3,0
1808,1809,stimulus_1809,5.0,7.0,1,3
1809,1810,stimulus_1810,7.8889,5.1111,3,0
1810,1811,stimulus_1811,5.2222,5.8889,1,2
1811,1812,stimulus_1812,6.3333,6.0,2,2
1812,1813,stimulus_1813,1.2222,5.4444,0,1
1813,1814,stimulus_1814,7.6667,5.3333,3,1
1814,1815,stimulus_1815,6.8889,4.7778,3,0
1815,1816,stimulus_1816,3.4444,5.6667,0,1
1816,1817,stimulus_1817,6.2222,4.8889,2,0
1817,1818,stimulus_1818,6.2222,5.7778,2,1
1818,1819,stimulus_1819,1.8889,6.5556,0,3
1819,1820,stimulus_1820,7.4444,4.8889,3,0
1820,1821,stimulus_1821,5.0,6.0,1,2
1821,1822,stimulus_1822,2.7778,4.2222,0,0
1822,1823,stimulus_1823,4.5556,5.2222,1,1
1823,1824,stimulus_1824,6.6667,5.5556,2,1
1824,1825,stimulus_1825,7.6667,3.6667,3,0
1825,1826,stimulus_1826,7.8889,7.6667,3,3
1826,1827,stimulus_1827,5.2222,7.0,1,3
1827,1828,stimulus_1828,2.0,5.5556,0,1
1828,1829,stimulus_1829,6.0,5.8889,2,2
1829,1830,stimulus_1830,2.0,6.4444,0,3
1830,1831,stimulus_1831,4.0,5.1111,1,0
1831,1832,stimulus_1832,2.6667,6.5556,0,3
1832,1833,stimulus_1833,7.1111,7.3333,3,3
1833,1834,stimulus_1834,7.1111,6.7778,3,3
1834,1835,stimulus_1835,6.2222,5.0,2,0
1835,1836,stimulus_1836,7.7778,6.6667,3,3
1836,1837,stimulus_1837,3.3333,6.2222,0,2
1837,1838,stimulus_1838,4.8889,6.4444,1,3
1838,1839,stimulus_1839,7.3333,7.2222,3,3
1839,1840,stimulus_1840,6.4444,5.4444,2,1
1840,1841,stimulus_1841,6.6667,4.6667,2,0
1841,1842,stimulus_1842,6.7778,6.2222,3,2
1842,1843,stimulus_1843,2.5556,6.2222,0,2
1843,1844,stimulus_1844,2.6667,5.2222,0,1
1844,1845,stimulus_1845,3.5556,5.4444,0,1
1845,1846,stimulus_1846,6.0,5.0,2,0
1846,1847,stimulus_1847,4.4444,5.6667,1,1
1847,1848,stimulus_1848,6.6667,5.1111,2,0
1848,1849,stimulus_1849,5.8889,6.6667,2,3
1849,1850,stimulus_1850,7.0,4.3333,3,0
1850,1851,stimulus_1851,7.3333,5.3333,3,1
1851,1852,stimulus_1852,8.3333,6.5556,3,3
1852,1853,stimulus_1853,2.8889,5.3333,0,1
1853,1854,stimulus_1854,7.4444,5.6667,3,1
1854,1855,stimulus_1855,8.6667,5.5556,3,1
1855,1856,stimulus_1856,5.6667,5.2222,2,1
1856,1857,stimulus_1857,5.4444,6.7778,1,3
1857,1858,stimulus_1858,3.4444,7.0,0,3
1858,1859,stimulus_1859,6.6667,5.2222,2,1
1859,1860,stimulus_1860,6.4444,5.6667,2,1
1860,1861,stimulus_1861,6.3333,5.5556,2,1
1861,1862,stimulus_1862,5.2222,5.2222,1,1
1862,1863,stimulus_1863,5.5556,6.7778,1,3
1863,1864,stimulus_1864,4.3333,5.3333,1,1
1864,1865,stimulus_1865,5.0,6.6667,1,3
1865,1866,stimulus_1866,2.6667,5.6667,0,1
1866,1867,stimulus_1867,5.4444,5.6667,1,1
1867,1868,stimulus_1868,1.5556,6.4444,0,3
1868,1869,stimulus_1869,6.7778,6.0,3,2
1869,1870,stimulus_1870,1.7778,6.7778,0,3
1870,1871,stimulus_1871,3.0,5.3333,0,1
1871,1872,stimulus_1872,5.7778,7.0,2,3
1872,1873,stimulus_1873,3.8889,5.5556,1,1
1873,1874,stimulus_1874,5.2222,4.6667,1,0
1874,1875,stimulus_1875,4.7778,5.1111,1,0
1875,1876,stimulus_1876,6.6667,4.7778,2,0
1876,1877,stimulus_1877,4.7778,5.8889,1,2
1877,1878,stimulus_1878,4.4444,6.8889,1,3
1878,1879,stimulus_1879,4.5556,6.1111,1,2
1879,1880,stimulus_1880,6.1111,5.7778,2,1
1880,1881,stimulus_1881,4.7778,5.3333,1,1
1881,1882,stimulus_1882,6.7778,5.8889,3,2
1882,1883,stimulus_1883,4.1111,4.8889,1,0
1883,1884,stimulus_1884,6.2222,6.1111,2,2
1884,1885,stimulus_1885,1.8889,5.0,0,0
1885,1886,stimulus_1886,6.5556,6.4444,2,3
1886,1887,stimulus_1887,3.2222,6.8889,0,3
1887,1888,stimulus_1888,4.4444,6.5556,1,3
1888,1889,stimulus_1889,7.3333,7.1111,3,3
1889,1890,stimulus_1890,4.0,5.4444,1,1
1890,1891,stimulus_1891,6.8889,7.0,3,3
1891,1892,stimulus_1892,5.3333,7.2222,1,3
1892,1893,stimulus_1893,7.3333,6.5556,3,3
1893,1894,stimulus_1894,6.2222,7.2222,2,3
1894,1895,stimulus_1895,6.6667,7.1111,2,3
1895,1896,stimulus_1896,4.0,6.2222,1,2
1896,1897,stimulus_1897,6.4444,5.6667,2,1
1897,1898,stimulus_1898,5.8889,4.7778,2,0
1898,1899,stimulus_1899,5.8889,7.2222,2,3
1899,1900,stimulus_1900,7.5556,5.5556,3,1
1900,1901,stimulus_1901,2.3333,6.1111,0,2
1901,1902,stimulus_1902,6.5556,5.7778,2,1
1902,1903,stimulus_1903,2.0,4.0,0,0
1903,1904,stimulus_1904,7.0,5.4444,3,1
1904,1905,stimulus_1905,4.7778,5.5556,1,1
1905,1906,stimulus_1906,2.4444,6.1111,0,2
1906,1907,stimulus_1907,2.3333,5.5556,0,1
1907,1908,stimulus_1908,5.0,5.4444,1,1
1908,1909,stimulus_1909,7.1111,7.5556,3,3
1909,1910,stimulus_1910,4.4444,6.1111,1,2
1910,1911,stimulus_1911,7.1111,6.1111,3,2
1911,1912,stimulus_1912,6.0,6.5556,2,3
1912,1913,stimulus_1913,6.1111,6.1111,2,2
1913,1914,stimulus_1914,4.1111,6.8889,1,3
1914,1915,stimulus_1915,5.7778,6.8889,2,3
1915,1916,stimulus_1916,3.2222,6.2222,0,2
1916,1917,stimulus_1917,6.2222,6.7778,2,3
1917,1918,stimulus_1918,7.0,7.0,3,3
1918,1919,stimulus_1919,4.2222,6.1111,1,2
1919,1920,stimulus_1920,5.6667,5.5556,2,1
1920,1921,stimulus_1921,5.7778,5.1111,2,0
1921,1922,stimulus_1922,1.2222,5.1111,0,0
1922,1923,stimulus_1923,2.6667,4.4444,0,0
1923,1924,stimulus_1924,7.4444,5.2222,3,1
1924,1925,stimulus_1925,6.4444,6.5556,2,3
1925,1926,stimulus_1926,3.0,5.6667,0,1
1926,1927,stimulus_1927,3.8889,4.3333,1,0
1927,1928,stimulus_1928,3.1111,4.1111,0,0
1928,1929,stimulus_1929,5.1111,5.3333,1,1
1929,1930,stimulus_1930,5.8889,4.1111,2,0
1930,1931,stimulus_1931,3.4444,4.2222,0,0
1931,1932,stimulus_1932,6.2222,4.2222,2,0
1932,1933,stimulus_1933,1.2222,4.4444,0,0
1933,1934,stimulus_1934,1.6667,5.7778,0,1
1934,1935,stimulus_1935,8.5556,5.4444,3,1
1935,1936,stimulus_1936,7.8889,5.7778,3,1
1936,1937,stimulus_1937,7.4444,7.2222,3,3
1937,1938,stimulus_1938,7.8889,5.7778,3,1
1938,1939,stimulus_1939,5.5556,6.2222,1,2
1939,1940,stimulus_1940,2.2222,5.2222,0,1
1940,1941,stimulus_1941,6.5556,6.5556,2,3
1941,1942,stimulus_1942,8.1111,6.4444,3,3
1942,1943,stimulus_1943,3.7778,5.7778,1,1
1943,1944,stimulus_1944,6.2222,5.7778,2,1
1944,1945,stimulus_1945,6.2222,6.2222,2,2
1945,1946,stimulus_1946,3.7778,3.5556,1,0
1946,1947,stimulus_1947,3.8889,5.4444,1,1
1947,1948,stimulus_1948,5.3333,5.6667,1,1
1948,1949,stimulus_1949,5.4444,5.2222,1,1
1949,1950,stimulus_1950,5.1111,4.0,1,0
1950,1951,stimulus_1951,2.8889,4.8889,0,0
1951,1952,stimulus_1952,5.2222,3.8889,1,0
1952,1953,stimulus_1953,6.6667,6.2222,2,2
1953,1954,stimulus_1954,4.8889,4.8889,1,0
1954,1955,stimulus_1955,2.2222,5.7778,0,1
1955,1956,stimulus_1956,1.8889,3.7778,0,0
1956,1957,stimulus_1957,7.5556,7.1111,3,3
1957,1958,stimulus_1958,4.3333,5.1111,1,0
1958,1959,stimulus_1959,2.4444,5.6667,0,1
1959,1960,stimulus_1960,1.8889,6.6667,0,3
1960,1961,stimulus_1961,7.5556,6.6667,3,3
1961,1962,stimulus_1962,6.5556,4.8889,2,0
1962,1963,stimulus_1963,6.3333,5.2222,2,1
1963,1964,stimulus_1964,4.0,6.5556,1,3
1964,1965,stimulus_1965,7.8889,6.5556,3,3
1965,1966,stimulus_1966,8.4444,5.6667,3,1
1966,1967,stimulus_1967,4.6667,5.7778,1,1
1967,1968,stimulus_1968,7.0,5.4444,3,1
1968,1969,stimulus_1969,6.4444,6.1111,2,2
1969,1970,stimulus_1970,6.8889,5.7778,3,1
1970,1971,stimulus_1971,6.6667,7.5556,2,3
1971,1972,stimulus_1972,4.5556,5.1111,1,0
1972,1973,stimulus_1973,3.3333,4.7778,0,0
1973,1974,stimulus_1974,6.8889,7.5556,3,3
1974,1975,stimulus_1975,7.3333,7.0,3,3
1975,1976,stimulus_1976,6.7778,6.4444,3,3
1976,1977,stimulus_1977,3.3333,5.0,0,0
1977,1978,stimulus_1978,7.2222,5.3333,3,1
1978,1979,stimulus_1979,3.0,6.1111,0,2
1979,1980,stimulus_1980,7.3333,7.0,3,3
1980,1981,stimulus_1981,7.8889,6.4444,3,3
1981,1982,stimulus_1982,6.1111,5.6667,2,1
1982,1983,stimulus_1983,5.7778,6.2222,2,2
1983,1984,stimulus_1984,5.2222,4.7778,1,0
1984,1985,stimulus_1985,2.5556,6.2222,0,2
1985,1986,stimulus_1986,6.8889,4.4444,3,0
1986,1987,stimulus_1987,2.8889,5.6667,0,1
1987,1988,stimulus_1988,6.8889,3.8889,3,0
1988,1989,stimulus_1989,7.4444,5.7778,3,1
1989,1990,stimulus_1990,2.3333,5.7778,0,1
1990,1991,stimulus_1991,1.6667,5.6667,0,1
1991,1992,stimulus_1992,7.4444,6.5556,3,3
1992,1993,stimulus_1993,7.6667,6.7778,3,3
1993,1994,stimulus_1994,5.2222,4.2222,1,0
1994,1995,stimulus_1995,6.1111,5.6667,2,1
1995,1996,stimulus_1996,4.7778,5.2222,1,1
1996,1997,stimulus_1997,5.8889,5.3333,2,1
1997,1998,stimulus_1998,6.6667,6.4444,2,3
1998,1999,stimulus_1999,2.8889,6.0,0,2
1999,2000,stimulus_2000,7.1111,5.4444,3,1
2000,2001,stimulus_2001,8.0,5.6667,3,1
2001,2002,stimulus_2002,6.7778,4.7778,3,0
2002,2003,stimulus_2003,4.7778,6.5556,1,3
2003,2004,stimulus_2004,1.4444,3.4444,0,0
2004,2005,stimulus_2005,5.4444,4.4444,1,0
2005,2006,stimulus_2006,3.5556,6.6667,0,3
2006,2007,stimulus_2007,6.5556,5.0,2,0
2007,2008,stimulus_2008,2.6667,5.8889,0,2
2008,2009,stimulus_2009,3.1111,5.1111,0,0
2009,2010,stimulus_2010,2.6667,5.7778,0,1
2010,2011,stimulus_2011,2.7778,5.3333,0,1
2011,2012,stimulus_2012,2.2222,6.4444,0,3
2012,2013,stimulus_2013,7.1111,5.8889,3,2
2013,2014,stimulus_2014,3.7778,5.5556,1,1
2014,2015,stimulus_2015,5.7778,6.4444,2,3
2015,2016,stimulus_2016,3.4444,4.0,0,0
2016,2017,stimulus_2017,5.8889,6.5556,2,3
2017,2018,stimulus_2018,2.4444,3.8889,0,0
2018,2019,stimulus_2019,2.6667,4.5556,0,0
2019,2020,stimulus_2020,2.0,3.5556,0,0
2020,2021,stimulus_2021,5.7778,7.0,2,3
2021,2022,stimulus_2022,3.3333,5.4444,0,1
2022,2023,stimulus_2023,6.5556,5.8889,2,2
2023,2024,stimulus_2024,2.8889,3.5556,0,0
2024,2025,stimulus_2025,5.5556,6.1111,1,2
2025,2026,stimulus_2026,6.5556,5.1111,2,0
2026,2027,stimulus_2027,5.4444,5.0,1,0
2027,2028,stimulus_2028,5.8889,5.3333,2,1
2028,2029,stimulus_2029,6.2222,6.5556,2,3
2029,2030,stimulus_2030,7.1111,7.1111,3,3
2030,2031,stimulus_2031,6.2222,6.3333,2,2
2031,2032,stimulus_2032,6.0,6.0,2,2
2032,2033,stimulus_2033,6.3333,7.2222,2,3
2033,2034,stimulus_2034,7.5556,7.3333,3,3
2034,2035,stimulus_2035,5.8889,6.4444,2,3
2035,2036,stimulus_2036,4.4444,5.1111,1,0
2036,2037,stimulus_2037,5.8889,6.8889,2,3
2037,2038,stimulus_2038,4.6667,5.6667,1,1
2038,2039,stimulus_2039,5.0,5.4444,1,1
2039,2040,stimulus_2040,7.3333,6.7778,3,3
2040,2041,stimulus_2041,5.8889,5.8889,2,2
2041,2042,stimulus_2042,4.6667,5.5556,1,1
2042,2043,stimulus_2043,6.7778,6.2222,3,2
2043,2044,stimulus_2044,7.2222,5.2222,3,1
2044,2045,stimulus_2045,6.4444,6.6667,2,3
2045,2046,stimulus_2046,4.6667,6.8889,1,3
2046,2047,stimulus_2047,1.8889,6.6667,0,3
2047,2048,stimulus_2048,2.8889,5.0,0,0
2048,2049,stimulus_2049,2.5556,6.2222,0,2
2049,2050,stimulus_2050,4.1111,5.2222,1,1
2050,2051,stimulus_2051,3.7778,5.8889,1,2
2051,2052,stimulus_2052,4.0,6.6667,1,3
2052,2053,stimulus_2053,5.8889,7.1111,2,3
2053,2054,stimulus_2054,3.5556,6.0,0,2
2054,2055,stimulus_2055,3.5556,4.7778,0,0
2055,2056,stimulus_2056,6.0,5.1111,2,0
2056,2057,stimulus_2057,6.7778,6.3333,3,2
2057,2058,stimulus_2058,2.0,5.7778,0,1
2058,2059,stimulus_2059,7.0,5.5556,3,1
2059,2060,stimulus_2060,5.7778,5.3333,2,1
2060,2061,stimulus_2061,7.2222,5.2222,3,1
2061,2062,stimulus_2062,2.2222,4.6667,0,0
2062,2063,stimulus_2063,6.7778,6.6667,3,3
2063,2064,stimulus_2064,4.8889,4.7778,1,0
2064,2065,stimulus_2065,6.5556,7.0,2,3
2065,2066,stimulus_2066,3.4444,5.7778,0,1
2066,2067,stimulus_2067,3.1111,6.2222,0,2
2067,2068,stimulus_2068,3.5556,6.6667,0,3
2068,2069,stimulus_2069,2.0,6.7778,0,3
2069,2070,stimulus_2070,6.7778,5.6667,3,1
2070,2071,stimulus_2071,7.5556,5.7778,3,1
2071,2072,stimulus_2072,6.8889,5.6667,3,1
2072,2073,stimulus_2073,5.1111,7.1111,1,3
2073,2074,stimulus_2074,5.5556,5.8889,1,2
2074,2075,stimulus_2075,5.6667,6.3333,2,2
2075,2076,stimulus_2076,5.5556,5.8889,1,2
2076,2077,stimulus_2077,8.6667,6.5556,3,3
2077,2078,stimulus_2078,6.7778,6.7778,3,3
2078,2079,stimulus_2079,5.4444,4.5556,1,0
2079,2080,stimulus_2080,2.4444,6.1111,0,2
2080,2081,stimulus_2081,2.8889,5.5556,0,1
2081,2082,stimulus_2082,7.7778,5.3333,3,1
2082,2083,stimulus_2083,6.6667,5.2222,2,1
2083,2084,stimulus_2084,4.6667,6.0,1,2
2084,2085,stimulus_2085,7.4444,7.5556,3,3
2085,2086,stimulus_2086,3.3333,5.5556,0,1
2086,2087,stimulus_2087,6.4444,5.7778,2,1
2087,2088,stimulus_2088,6.4444,6.0,2,2
2088,2089,stimulus_2089,6.7778,6.8889,3,3
2089,2090,stimulus_2090,3.7778,5.4444,1,1
2090,2091,stimulus_2091,2.6667,7.1111,0,3
2091,2092,stimulus_2092,7.1111,6.7778,3,3
2092,2093,stimulus_2093,5.6667,5.4444,2,1
2093,2094,stimulus_2094,4.5556,5.4444,1,1
2094,2095,stimulus_2095,7.1111,5.6667,3,1
2095,2096,stimulus_2096,7.5556,4.5556,3,0
2096,2097,stimulus_2097,5.2222,6.6667,1,3
2097,2098,stimulus_2098,6.6667,6.6667,2,3
2098,2099,stimulus_2099,6.5556,6.0,2,2
2099,2100,stimulus_2100,6.7778,6.2222,3,2
2100,2101,stimulus_2101,5.4444,5.1111,1,0
2101,2102,stimulus_2102,7.3333,6.5556,3,3
2102,2103,stimulus_2103,4.6667,6.8889,1,3
2103,2104,stimulus_2104,4.2222,3.7778,1,0
2104,2105,stimulus_2105,5.2222,6.7778,1,3
2105,2106,stimulus_2106,2.2222,5.1111,0,0
2106,2107,stimulus_2107,6.2222,4.8889,2,0
2107,2108,stimulus_2108,5.7778,7.4444,2,3
2108,2109,stimulus_2109,2.2222,5.5556,0,1
2109,2110,stimulus_2110,7.5556,7.3333,3,3
2110,2111,stimulus_2111,2.1111,5.1111,0,0
2111,2112,stimulus_2112,6.6667,5.7778,2,1
2112,2113,stimulus_2113,7.4444,6.5556,3,3
2113,2114,stimulus_2114,7.1111,5.5556,3,1
